Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
DEU,Germany,358,General government net debt,National Currency,,,,,,,,,,,,,,,,784490000000,851599000000,893193000000,949478000000,986469000000,943365000000,998003000000,1064823000000,1154618000000,1237629000000,1309784000000,1336127000000,1329287000000,1347575000000,1461885000000,1571289000000,1600590000000,1611713000000,1627155000000,1589960000000,1557461000000,1524203000000,1471373000000,1409154000000,1347783000000,1299516000000,1264227000000,1232039000000,1199252000000
DEU,Germany,359,General government gross debt,National Currency,,,,,,,,,,,,618217000000,705567000000,789570000000,869714000000,1040188000000,1110441000000,1154463000000,1199284000000,1238568000000,1245785000000,1258749000000,1312447000000,1400261000000,1470586000000,1541400000000,1591334000000,1600016000000,1669035000000,1785684000000,2088455000000,2125099000000,2202307000000,2190496000000,2192004000000,2161775000000,2145473000000,2092643000000,2030424000000,1969053000000,1920786000000,1885497000000,1853309000000,1820522000000
DEU,Germany,360,Gross domestic product corresponding to fiscal year,National Currency,789179000000,823769000000,856300000000,897890000000,941950000000,983437000000,1039954000000,1074029000000,1130855000000,1202711000000,1312451000000,1579800000000,1695320000000,1748550000000,1830290000000,1898880000000,1926320000000,1967090000000,2018230000000,2064880000000,2116480000000,2179850000000,2209290000000,2220080000000,2270620000000,2300860000000,2393250000000,2513230000000,2561740000000,2460280000000,2580060000000,2703120000000,2758260000000,2826240000000,2938590000000,3048860000000,3159750000000,3277340000000,3397152000000,3518077000000,3652348000000,3792052000000,3937066000000,4085593000000
DEU,Germany,362,Volume of imports (% change),Percent change,3.087,-2.961,-0.758,2.678,5.275,4.034,3.233,4.584,5.467,8.592,10.768,9.527,2.499,-6.561,8.248,7.275,4.137,9.186,8.906,8.599,11.319,1.156,-2.514,5.685,7.062,6.023,11.505,6.516,1.785,-9.635,12.623,7.15,0.368,3.1,3.598,5.205,3.987,5.324,3.58,5.072,5.18,5.04,4.7,4.6
DEU,Germany,363,Volume of exports (% change),Percent change,5.432,7.212,3.742,-0.508,8.852,7.446,-1.2,0.746,5.665,10.286,11.342,14.2,-1.262,-6.027,7.941,6.865,6.043,12.416,7.101,4.992,14.526,6.095,4.261,1.807,10.323,6.97,12.812,9.658,1.281,-14.256,14.165,8.442,3.486,1.887,4.621,4.739,2.142,5.296,3.162,4.251,4.299,4,3.9,3.8
DEU,Germany,2777,General government total expenditure,% of GDP,,,,,,,,,,,,46.355,47.17,47.952,47.917,54.66,48.942,48.057,47.686,47.694,44.749,46.908,47.264,47.816,46.312,46.2,44.696,42.817,43.573,47.576,47.255,44.71,44.295,44.688,43.961,43.709,43.888,43.933,43.567,43.598,43.632,43.677,43.646,43.636
DEU,Germany,2779,General government net lending/borrowing,% of GDP,,,,,,,,,,,,-3.167,-2.594,-3.083,-2.506,-9.427,-3.542,-2.945,-2.532,-1.698,0.859,-3.112,-3.944,-4.176,-3.741,-3.417,-1.722,0.187,-0.177,-3.235,-4.221,-0.957,-0.034,-0.14,0.568,0.782,0.91,1.038,1.493,1.46,1.322,0.931,0.818,0.803
DEU,Germany,2781,General government structural balance,% of GDP,,,,,,,,,,,,-5.16,-3.9,-2.632,-2.271,-2.947,-2.866,-2.406,-2.097,-1.42,-2.165,-3.388,-3.572,-3.038,-2.816,-2.227,-1.871,-0.952,-0.925,-1.115,-2.406,-1.35,-0.147,0.154,0.896,0.764,0.952,0.892,1.033,0.703,0.643,0.3,0.325,0.414
DEU,Germany,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,,-1.008,0.001,-0.423,0.309,-6.375,-0.518,0.034,0.467,1.039,3.604,-0.502,-1.327,-1.541,-1.209,-0.955,0.679,2.589,2.173,-0.846,-2.063,1.077,1.795,1.448,1.798,1.842,1.825,1.838,2.164,2.071,1.854,1.439,1.315,1.292
DEU,Germany,2785,General government net debt,% of GDP,,,,,,,,,,,,,,,,41.313,44.209,45.407,47.045,47.774,44.572,45.783,48.198,52.008,54.506,56.926,55.829,52.892,52.604,59.419,60.901,59.213,58.432,57.573,54.106,51.083,48.238,44.895,41.48,38.31,35.58,33.339,31.293,29.353
DEU,Germany,2787,General government gross debt,% of GDP,,,,,,,,,,,,39.133,41.619,45.156,47.518,54.779,57.646,58.689,59.423,59.983,58.861,57.745,59.406,63.073,64.766,66.992,66.493,63.664,65.152,72.581,80.946,78.617,79.844,77.506,74.594,70.904,67.9,63.852,59.768,55.97,52.59,49.722,47.073,44.56
DEU,Germany,3092,"Inflation, average consumer prices",Percent change,5.447,6.324,5.256,3.284,2.396,2.084,-0.125,0.242,1.274,2.778,2.687,3.474,5.046,4.476,2.717,1.733,1.274,1.532,0.604,0.643,1.362,1.911,1.35,1.027,1.791,1.948,1.804,2.258,2.748,0.227,1.158,2.486,2.112,1.606,0.765,0.142,0.392,1.702,1.807,1.778,2.082,2.293,2.459,2.558
DEU,Germany,3296,Unemployment rate (% of total labor force) (WEO),%,3.359,4.831,6.734,8.099,8.058,8.124,7.834,7.843,7.735,6.79,6.155,5.47,6.592,7.775,8.425,8.233,8.908,9.658,9.383,8.558,7.95,7.8,8.6,9.708,10.333,11.008,10.042,8.575,7.383,7.667,6.933,5.858,5.367,5.242,5.008,4.625,4.15,3.75,3.473,3.386,3.309,3.271,3.238,3.2
DJI,Djibouti,345,Total investment (% of GDP),% of GDP,,,,,,,,,,,22.07,18.516,19.667,18.985,15.382,8.438,9.072,9.572,12.19,8.545,10.711,9.734,13.028,18.785,21.12,23.174,35.032,43.689,46.644,37.484,21.259,24.669,26.364,41.297,34.919,50.828,47.521,36.152,33.875,31.89,30.465,28.195,26.465,24.865
DJI,Djibouti,346,Gross national savings (% of GDP),% of GDP,,,,,,,,,,,19.749,20.515,16.173,21.244,16.169,9.88,9.555,8.21,8.788,8.446,5.906,10.97,15.467,22.181,19.808,19.977,23.496,25.78,25.024,30.889,24.089,11.559,7.59,18.002,9.812,19.047,38.077,22.348,19.592,17.095,15.171,15.618,15.293,15.544
DJI,Djibouti,347,"Inflation, average consumer prices",Index,,,,,,,,,,,,75.252,77.789,81.241,86.526,90.754,93.942,96.309,98.432,98.037,100,101.76,102.403,104.419,107.675,111.026,114.877,120.586,135.004,137.263,142.691,149.931,155.534,159.265,163.941,167.39,171.91,173.113,174.844,179.215,183.696,188.288,192.995,197.82
DJI,Djibouti,352,Population (WEO),Value,,,,,,,,,,,,498000,512000,526000,541000,556000,571000,587000,604000,621000,638000,656000,674000,693000,713000,733000,753000,774000,796000,818000,841000,865000,889000,914000,939000,966000,993000,1020000,1049000,1078000,1109000,1140000,1172000,1204000
DJI,Djibouti,354,General government total expenditure,National Currency,,,,,,,,,,,34089000000,31957000000,41610000000,41081000000,37953000000,33545000000,29184000000,31364000000,30823000000,31747000000,32204000000,30215000000,34817000000,40491000000,44399000000,46383000000,45785000000,56232000000,70782000000,78562000000,73054000000,78180000000,89473000000,97425000000,114392000000,180805000000,151212000000,138291000000,134492000000,131867000000,137510000000,140577000000,148467000000,158115000000
DJI,Djibouti,355,General government net lending/borrowing,National Currency,,,,,,,,,,,-3675000000,-996000000,-7320000000,-8259000000,-6095000000,-6376000000,-2178000000,-3586000000,-4612000000,-7014000000,-5515000000,-5199000000,-6794000000,-6477000000,-6101000000,-2085000000,502000000,-3981000000,1529000000,-9839000000,-2866000000,-3664000000,-6900000000,-15425000000,-27066000000,-66582000000,-38441000000,-22152000000,-17270000000,-9036000000,-7289000000,-1930000000,-558000000,17000000
DJI,Djibouti,357,General government primary net lending/borrowing,National Currency,,,,,,,,,,,-3173000000,-717000000,-6810000000,-7893000000,-5724000000,-5774000000,-1572000000,-3130000000,-4293000000,-6515000000,-5052000000,-4898000000,-6397000000,-6088000000,-5698000000,-1542000000,1114000000,-3367000000,2139000000,-9036000000,-2063000000,-2919000000,-5873000000,-14578000000,-26174000000,-64835000000,-34634000000,-16952000000,-11560000000,-651000000,1954000000,7183000000,8082000000,7908000000
DJI,Djibouti,358,General government net debt,National Currency,,,,,,,,,,,,,,,,,,,,54832000000,56873000000,59287000000,67410000000,73167000000,77144000000,75327000000,79759000000,84005000000,100796000000,103270000000,97916000000,96690000000,103588000000,85837000000,98965000000,94902000000,103853000000,105597000000,105846000000,108597000000,117306000000,122964000000,127001000000,128986000000
DJI,Djibouti,359,General government gross debt,National Currency,,,,,,,,,,,,,,,,,,,,56217000000,57474000000,59637000000,67528000000,73971000000,77374000000,76018000000,80948000000,85400000000,103673000000,107395000000,101398000000,99488000000,104171000000,110495000000,109536000000,103477000000,113044000000,114777000000,116121000000,118810000000,127456000000,133083000000,137120000000,139137000000
DJI,Djibouti,360,Gross domestic product corresponding to fiscal year,National Currency,,,,,,,,,,,80388000000,82182000000,84961000000,82827000000,87384000000,88456000000,87795000000,89336000000,91396000000,96080000000,98795000000,102633000000,105953000000,111530000000,118400000000,125939000000,136604000000,150658000000,174801000000,180388000000,195295000000,220222000000,240569000000,258658000000,282228000000,306896000000,335669000000,360666000000,388679000000,425088000000,461858000000,501809000000,545215000000,592376000000
DJI,Djibouti,362,Volume of imports (% change),Percent change,,,,,,,,,,,10.1,3.085,-0.75,-9.79,-8.876,-11.288,-7.207,-0.766,8.713,-2.991,4.414,-7.179,0.722,18.507,6.257,13.755,23.411,17.295,8.477,-22.699,-20.199,29.962,27.095,3.89,8.494,31.171,-36.193,8.142,6.7,6.7,6,6,6,6
DJI,Djibouti,363,Volume of exports (% change),Percent change,,,,,,,,,,,5.4,0.763,-7.846,6.475,-5.968,-9.89,-5.274,-0.428,4.293,-5.843,-5.386,8.252,5.219,10.407,-4.052,11.268,4.828,-2.051,4.807,6.565,1.368,-5.103,4.59,3.642,2.207,12.843,-9.874,2.237,5.985,5.384,5.37,15.994,10.22,11.491
DJI,Djibouti,2777,General government total expenditure,% of GDP,,,,,,,,,,,42.405,38.886,48.975,49.599,43.433,37.923,33.241,35.108,33.724,33.042,32.597,29.44,32.861,36.305,37.5,36.83,33.516,37.324,40.493,43.552,37.407,35.501,37.192,37.665,40.532,58.914,45.048,38.343,34.602,31.021,29.773,28.014,27.231,26.692
DJI,Djibouti,2779,General government net lending/borrowing,% of GDP,,,,,,,,,,,-4.572,-1.212,-8.616,-9.971,-6.975,-7.208,-2.481,-4.014,-5.046,-7.3,-5.583,-5.065,-6.412,-5.807,-5.153,-1.656,0.367,-2.643,0.875,-5.454,-1.467,-1.664,-2.868,-5.963,-9.59,-21.695,-11.452,-6.142,-4.443,-2.126,-1.578,-0.385,-0.102,0.003
DJI,Djibouti,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,-3.947,-0.872,-8.015,-9.53,-6.55,-6.528,-1.791,-3.504,-4.697,-6.78,-5.114,-4.772,-6.038,-5.459,-4.813,-1.224,0.815,-2.235,1.224,-5.009,-1.056,-1.325,-2.441,-5.636,-9.274,-21.126,-10.318,-4.7,-2.974,-0.153,0.423,1.431,1.482,1.335
DJI,Djibouti,2785,General government net debt,% of GDP,,,,,,,,,,,,,,,,,,,,57.069,57.567,57.766,63.623,65.603,65.155,59.812,58.387,55.759,57.663,57.249,50.137,43.906,43.059,33.186,35.065,30.923,30.939,29.278,27.232,25.547,25.399,24.504,23.294,21.774
DJI,Djibouti,2787,General government gross debt,% of GDP,,,,,,,,,,,,,,,,,,,,58.51,58.175,58.107,63.734,66.324,65.349,60.361,59.257,56.685,59.309,59.536,51.92,45.176,43.302,42.718,38.811,33.717,33.677,31.824,29.876,27.95,27.596,26.521,25.15,23.488
DJI,Djibouti,3092,"Inflation, average consumer prices",Percent change,,,,,,,,,,,,,3.371,4.438,6.505,4.886,3.513,2.52,2.205,-0.401,2.002,1.76,0.633,1.968,3.118,3.112,3.469,4.97,11.957,1.674,3.954,5.074,3.738,2.399,2.936,2.104,2.7,0.7,1,2.5,2.5,2.5,2.5,2.5
DMA,Dominica,345,Total investment (% of GDP),% of GDP,,,,,,,,,,,,,,,,,,,,,19.963,15.941,12.66,15.9,17.593,20.092,19.178,19.441,21.098,19.381,18.38,16.586,15.212,13.647,14.781,16.19,19.191,23.259,25.366,21.095,18.24,14.616,9.173,5.912
DMA,Dominica,346,Gross national savings (% of GDP),% of GDP,,,,,,,,,,,,,,,,,,,,,2.025,0.616,-1.553,0.41,1.564,-0.795,6.403,-1.194,-7.249,-3.331,2.462,2.496,-2.124,3.932,7.643,14.271,20.015,10.766,-7.342,-2.346,-3.388,-7.706,-5.898,-6.686
DMA,Dominica,347,"Inflation, average consumer prices",Index,41.502,47.008,49.083,51.158,52.248,53.338,54.946,57.592,58.889,63.403,65.428,69.064,72.694,73.833,73.825,74.779,76.051,77.887,78.632,79.604,80.279,81.527,81.666,82.853,84.837,86.263,88.5,91.366,97.176,97.182,99.913,100.974,102.345,102.297,103.123,102.304,102.331,102.906,104.305,105.981,107.837,109.867,112.064,113.911
DMA,Dominica,352,Population (WEO),Value,,74000,74000,73000,73000,73000,72000,72000,72000,72000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000
DMA,Dominica,354,General government total expenditure,National Currency,,,,,,,,,,,179000000,177000000,177000000,173000000,198000000,220000000,229000000,238000000,292000000,316000000,350000000,269000000,261000000,289000000,299000000,315000000,325000000,404000000,444000000,476000000,530000000,469000000,481000000,460000000,455000000,488000000,666000000,649000000,568000000,591000000,589000000,584000000,466000000,485000000
DMA,Dominica,355,General government net lending/borrowing,National Currency,,,,,,,,,,,-27000000,-18000000,-14000000,-10000000,-24000000,-22000000,-13000000,-19000000,-53000000,-82000000,-79000000,-59000000,-37000000,8000000,-7000000,10000000,32000000,21000000,9000000,-4000000,-45000000,-59000000,-72000000,-40000000,-66000000,-13000000,59000000,9000000,-55000000,-61000000,-136000000,-119000000,19000000,15000000
DMA,Dominica,357,General government primary net lending/borrowing,National Currency,,,,,,,,,,,-19000000,-9000000,-3000000,3000000,-11000000,-8000000,3000000,-2000000,-35000000,-54000000,-43000000,-23000000,,43000000,37000000,53000000,52000000,44000000,31000000,14000000,-25000000,-38000000,-45000000,-12000000,-43000000,15000000,83000000,28000000,-29000000,-33000000,-107000000,-87000000,52000000,50000000
DMA,Dominica,359,General government gross debt,National Currency,,,,,,,,,,,308000000,348000000,349000000,367000000,407000000,439000000,431000000,403000000,497000000,555000000,626000000,896000000,894000000,910000000,851000000,835000000,848000000,852000000,823000000,829000000,898000000,928000000,971000000,1122000000,1130000000,1135000000,1103000000,1164000000,1214000000,1270000000,1406000000,1507000000,1552000000,1569000000
DMA,Dominica,360,Gross domestic product corresponding to fiscal year,National Currency,209000000,232000000,254000000,281000000,309000000,344000000,387000000,436000000,481000000,522000000,569000000,613000000,647000000,688000000,728000000,765000000,804000000,844000000,883000000,898000000,909000000,909000000,913000000,959000000,987000000,1019000000,1096000000,1187000000,1279000000,1327000000,1343000000,1332000000,1342000000,1399000000,1435000000,1507000000,1537000000,1408000000,1383000000,1520000000,1627000000,1707000000,1771000000,1830000000
DMA,Dominica,362,Volume of imports (% change),Percent change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.454,7.266,13.243,8.873,8.865,1.4,-2.14,-8.731,-2.027
DMA,Dominica,363,Volume of exports (% change),Percent change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.531,9.021,-18.802,-32.258,38.648,15.995,3.641,5.079,3.254
DMA,Dominica,2777,General government total expenditure,% of GDP,,,,,,,,,,,31.48,28.956,27.369,25.175,27.189,28.753,28.458,28.15,33.042,35.201,38.518,29.62,28.611,30.107,30.249,30.957,29.691,34.064,34.741,35.909,39.429,35.222,35.806,32.865,31.705,32.404,43.309,46.107,41.042,38.888,36.196,34.231,26.298,26.518
DMA,Dominica,2779,General government net lending/borrowing,% of GDP,,,,,,,,,,,-4.66,-2.987,-2.224,-1.409,-3.354,-2.88,-1.59,-2.24,-5.99,-9.176,-8.661,-6.544,-4.071,0.85,-0.673,0.947,2.928,1.798,0.7,-0.309,-3.383,-4.402,-5.359,-2.833,-4.596,-0.865,3.841,0.665,-3.962,-4.005,-8.346,-6.983,1.074,0.817
DMA,Dominica,2783,General government primary net lending/borrowing,% of GDP,,,,,,,,,,,-3.359,-1.436,-0.432,0.378,-1.526,-1.003,0.377,-0.182,-3.997,-6.057,-4.705,-2.488,0.051,4.523,3.77,5.166,4.743,3.709,2.409,1.032,-1.848,-2.87,-3.379,-0.825,-3.009,1.018,5.417,1.961,-2.086,-2.195,-6.578,-5.111,2.947,2.705
DMA,Dominica,2787,General government gross debt,% of GDP,,,,,,,,,,,54.099,56.856,53.979,53.358,55.903,57.424,53.682,47.745,56.274,61.819,68.858,98.505,97.875,94.918,86.163,82.009,77.362,71.765,64.358,62.507,66.831,69.69,72.367,80.147,78.718,75.265,71.748,82.71,87.769,83.548,86.446,88.273,87.635,85.701
DMA,Dominica,3092,"Inflation, average consumer prices",Percent change,23.855,13.267,4.415,4.228,2.13,2.085,3.016,4.816,2.252,7.665,3.194,5.556,5.256,1.568,-0.012,1.293,1.701,2.415,0.956,1.236,0.848,1.556,0.17,1.453,2.394,1.682,2.593,3.238,6.36,0.006,2.81,1.061,1.358,-0.046,0.807,-0.794,0.026,0.562,1.359,1.607,1.752,1.882,2,1.648
DNK,Denmark,345,Total investment (% of GDP),% of GDP,20.124,17.014,18.271,18.364,20.603,22.1,23.785,22.022,21.057,21.323,20.798,19.612,18.94,17.378,18.734,20.686,20.064,22.062,22.655,20.888,22.352,21.825,21.343,20.922,21.691,22.206,24.298,25.278,23.984,19.088,18.076,19.127,19.466,19.691,20.091,19.969,20.977,21.171,21.392,21.675,21.915,22.154,22.374,22.594
DNK,Denmark,346,Gross national savings (% of GDP),% of GDP,19.501,16.247,17.381,17.421,19.634,21.056,22.908,20.992,21.057,21.323,20.798,19.612,18.94,17.378,18.734,20.686,20.064,23.375,22.506,23.417,24.341,25.471,24.343,24.853,25.736,26.399,27.623,26.725,26.901,22.554,24.639,25.713,25.748,27.45,29.015,28.745,28.299,28.796,29.101,29.131,29.04,29.001,28.942,28.899
DNK,Denmark,347,"Inflation, average consumer prices",Index,34.775,38.85,42.792,45.717,48.617,50.883,52.775,54.875,57.358,60.1,61.692,63.175,64.508,65.292,66.6,67.983,69.45,70.967,72.258,74.05,76.217,78.025,79.917,81.575,82.517,84.017,85.633,87.083,90.058,91.233,93.342,95.917,98.217,98.992,99.55,100,100.25,101.4,102.82,104.568,106.659,108.792,110.968,113.187
DNK,Denmark,352,Population (WEO),Value,5122000,5124000,5119000,5116000,5112000,5111000,5116000,5125000,5129000,5130000,5135000,5146000,5162000,5181000,5197000,5216000,5251000,5275000,5295000,5314000,5330000,5349000,5368000,5384000,5398000,5411000,5427000,5447000,5476000,5511000,5535000,5561000,5581000,5603000,5627000,5660000,5707000,5749000,5793000,5837000,5881000,5925000,5969000,6012000
DNK,Denmark,354,General government total expenditure,National Currency,209858000000,246168000000,287738000000,317771000000,341567000000,364463000000,370009000000,397093000000,428873000000,453597000000,470150000000,493162000000,520041000000,550531000000,588947000000,606612000000,631037000000,640772000000,656981000000,677042000000,699107000000,724679000000,750466000000,770664000000,798141000000,812682000000,838266000000,862318000000,908135000000,973636000000,1026310000000,1042167000000,1098247000000,1077153000000,1093954000000,1110402000000,1107267000000,1114602000000,1165168000000,1200801000000,1238309000000,1279568000000,1318978000000,1362544000000
DNK,Denmark,355,General government net lending/borrowing,National Currency,-14401000000,-30051000000,-47953000000,-42953000000,-27208000000,-17041000000,14918000000,11163000000,1733000000,-5482000000,-13158000000,-26098000000,-23733000000,-34097000000,-35788000000,-37521000000,-27011000000,-13756000000,-4608000000,10788000000,25043000000,15643000000,-217000000,-1913000000,31222000000,78587000000,83896000000,87298000000,57177000000,-48188000000,-49080000000,-37967000000,-66144000000,-23844000000,22673000000,-29819000000,-8445000000,23656000000,-16155000000,-12190000000,-10495000000,-8518000000,-4338000000,-2322000000
